setting,group,method,split,stationary_error,nonstationary_error
4,data_80_10_time,stlcor,"(3, 3, 3)",0.2200573954255512,0.1834086240873734
4,data_80_10_time,stlcor,"(4, 4, 4)",0.2808280033727262,0.2481136856341156
4,data_80_10_time,stsave,"(2, 2, 2)",0.3538379752837964,0.3237258672299161
4,data_80_10_time,stsave,"(3, 3, 3)",0.2086888505589896,0.175343381
4,data_80_10_time,stsave,"(4, 4, 4)",0.2218870403562608,0.1900969946932754
4,data_80_10_time,stsir,"(2, 2, 2)",0.1758548072648197,0.1467106982206931
4,data_80_10_time,stsir,"(3, 3, 3)",0.152982494,0.1235158700297557
4,data_80_10_time,stsir,"(4, 4, 4)",0.1043908648537939,0.06756025
4,data_80_50_space,random,"(2, 2, 2)",1.2017122210025175,1.2024253311827524
4,data_80_50_space,random,"(3, 3, 3)",1.2017122210025173,1.2024253311827524
4,data_80_50_space,random,"(4, 4, 4)",1.2017122210025173,1.2024253311827524
4,data_80_50_space,stcomb,"(2, 2, 2)",0.5094175234428302,0.5084571392462198
4,data_80_50_space,stcomb,"(3, 3, 3)",0.03860843,0.036350936
4,data_80_50_space,stcomb,"(4, 4, 4)",0.080835579,0.078617758
4,data_80_50_space,stlcor,"(2, 2, 2)",1.222575823782569,1.2227949526330146
4,data_80_50_space,stlcor,"(3, 3, 3)",0.9128860216198976,0.9126617200602296
4,data_80_50_space,stlcor,"(4, 4, 4)",1.0361398745660797,1.035394801
4,data_80_50_space,stsave,"(2, 2, 2)",0.5660208056160805,0.5653872475016315
4,data_80_50_space,stsave,"(3, 3, 3)",0.1685299444010558,0.1669526624684279
4,data_80_50_space,stsave,"(4, 4, 4)",0.2253602563932202,0.2240334812707556
4,data_80_50_space,stsir,"(2, 2, 2)",0.5941665253602242,0.5935578730399715
4,data_80_50_space,stsir,"(3, 3, 3)",0.1888218324831422,0.1868187051387325
4,data_80_50_space,stsir,"(4, 4, 4)",0.2569848996094662,0.2551822044147868
4,data_80_50_space_time,random,"(2, 2, 2)",1.204003944488952,1.2045816229327693
4,data_80_50_space_time,random,"(3, 3, 3)",1.204003944488952,1.2045816229327693
4,data_80_50_space_time,random,"(4, 4, 4)",1.204003944488952,1.2045816229327693
4,data_80_50_space_time,stcomb,"(2, 2, 2)",0.8309182725692448,0.830589167
4,data_80_50_space_time,stcomb,"(3, 3, 3)",0.4591518230580632,0.4576197168397301
4,data_80_50_space_time,stcomb,"(4, 4, 4)",0.2653722807531126,0.2632996855662694
4,data_80_50_space_time,stlcor,"(2, 2, 2)",1.2317866861597218,1.2324625990005498
4,data_80_50_space_time,stlcor,"(3, 3, 3)",0.052915196,0.050210161
4,data_80_50_space_time,stlcor,"(4, 4, 4)",1.0350774743980389,1.034584295244922
4,data_80_50_space_time,stsave,"(2, 2, 2)",0.8124570352831306,0.8118722083504657
4,data_80_50_space_time,stsave,"(3, 3, 3)",0.909870758,0.9093726568341584
4,data_80_50_space_time,stsave,"(4, 4, 4)",0.5533261513851006,0.5519807236327247
4,data_80_50_space_time,stsir,"(2, 2, 2)",0.8594896197195223,0.8594462549097205
4,data_80_50_space_time,stsir,"(3, 3, 3)",1.0028831605678137,1.0021384750771647
4,data_80_50_space_time,stsir,"(4, 4, 4)",0.6348169782407731,0.6338085228792809
4,data_80_50_time,random,"(2, 2, 2)",1.2031922178658574,1.2031055662413974
4,data_80_50_time,random,"(3, 3, 3)",1.2031922178658574,1.2031055662413974
4,data_80_50_time,random,"(4, 4, 4)",1.2031922178658576,1.2031055662413974
4,data_80_50_time,stcomb,"(2, 2, 2)",0.092254674,0.083301644
4,data_80_50_time,stcomb,"(3, 3, 3)",0.04133805,0.03181016
4,data_80_50_time,stcomb,"(4, 4, 4)",0.034391502,0.024773407
4,data_80_50_time,stlcor,"(2, 2, 2)",0.1354656633057197,0.1256374044006293
4,data_80_50_time,stlcor,"(3, 3, 3)",0.0581129,0.047650982
4,data_80_50_time,stlcor,"(4, 4, 4)",0.052266034,0.042001743
4,data_80_50_time,stsave,"(2, 2, 2)",0.2855420050699482,0.2780980126964762
4,data_80_50_time,stsave,"(3, 3, 3)",0.1356288660350578,0.1268538338442656
4,data_80_50_time,stsave,"(4, 4, 4)",0.1004023169425976,0.091731281
4,data_80_50_time,stsir,"(2, 2, 2)",0.1580264429645301,0.1511238424484511
4,data_80_50_time,stsir,"(3, 3, 3)",0.1452426237959075,0.1386495394098115
4,data_80_50_time,stsir,"(4, 4, 4)",0.1129502002871766,0.1045634656770295
